"trial_type","trial_index","time_elapsed","internal_node_id","subject","tap_condition","code_version","rt","stimulus","key_press","event","button_pressed","response"
"pavlovia","0","2","0.0-0.0","21","false","v1.1","","","","","",""
"html-keyboard-response","1","7759","0.0-1.0","21","false","v1.1","7755.204999994021","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","32","welcome","",""
"html-button-response","2","97438","0.0-2.0","21","false","v1.1","89678.29000001075","<p>Before we begin, please close all other browser tabs and programs that may produce sound alerts or notifications, or which may be distracting.</p><p>In this study, we will be asking you to listen to sequences of sounds and to make judgments about them. Therefore, we require that you complete this task using headphones, while seated in a quiet environment. If it is not currently possible for you to satisfy these requirements, please return at a later time to complete the experiment.</p><p>If you are currently accessing the experiment in either Safari or Internet Explorer, please note that the task will NOT run correctly in these browsers. You should copy the URL from this page and paste it into a different web browser to complete the study there, instead. Chrome, Firefox, and the new version of Microsoft Edge are all supported.</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","requirements","0",""
"html-button-response","3","117747","0.0-3.0","21","false","v1.1","20308.079999987967","<p>Before you proceed to the main task, you will be asked to perform an audio test that will require headphones in order for you to respond correctly.</p><p>In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the quietest.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","headphone_test_instructions","0",""
"audio-keyboard-response","4","123783","0.0-4.0-0.0","21","false","v1.1","null","headphone_check/antiphase_HC_IOS.wav","null","headphone_test_tones","",""
"html-keyboard-response","5","125059","0.0-4.0-1.0","21","false","v1.1","1276.305000006687","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","headphone_test_response","",""
"audio-keyboard-response","6","130564","0.0-4.0-0.1","21","false","v1.1","null","headphone_check/antiphase_HC_ISO.wav","null","headphone_test_tones","",""
"html-keyboard-response","7","131134","0.0-4.0-1.1","21","false","v1.1","569.3350000074133","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","headphone_test_response","",""
"audio-keyboard-response","8","136634","0.0-4.0-0.2","21","false","v1.1","null","headphone_check/antiphase_HC_OIS.wav","null","headphone_test_tones","",""
"html-keyboard-response","9","137537","0.0-4.0-1.2","21","false","v1.1","902.6799999992363","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","headphone_test_response","",""
"audio-keyboard-response","10","143046","0.0-4.0-0.3","21","false","v1.1","3709","headphone_check/antiphase_HC_OSI.wav","50","headphone_test_tones","",""
"html-keyboard-response","11","143412","0.0-4.0-1.3","21","false","v1.1","365.4499999829568","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","headphone_test_response","",""
"audio-keyboard-response","12","148918","0.0-4.0-0.4","21","false","v1.1","null","headphone_check/antiphase_HC_SOI.wav","null","headphone_test_tones","",""
"html-keyboard-response","13","149816","0.0-4.0-1.4","21","false","v1.1","898.0400000000373","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","headphone_test_response","",""
"audio-keyboard-response","14","155323","0.0-4.0-0.5","21","false","v1.1","null","headphone_check/antiphase_HC_SIO.wav","null","headphone_test_tones","",""
"html-keyboard-response","15","155743","0.0-4.0-1.5","21","false","v1.1","419.5600000093691","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","headphone_test_response","",""
"html-keyboard-response","16","195652","0.0-5.0","21","false","v1.1","38402.65999996336","<p>Next, you will be asked to tap your finger for a short time at the rate that feels most natural and comfortable to you.</p><p>If you are right-handed, you should tap the J key with your right index finger during this task. If you are left-handed, you should instead tap the F key with your left index finger.</p><p>While completing this exercise, you should rest your wrist on a solid surface and keep your hand still, moving only your index finger to tap the specified key. Go ahead and place your hand in the appropriate position at this time. You should begin tapping when you see a cross (+) appear on the screen, and you should continue tapping until it disappears.</p><p>Remember, you should tap at whatever rate feels most <strong>natural and comfortable</strong> to you. Press the SPACEBAR when you are ready to begin.</p>","32","tap_task_instructions","",""
"audio-multiple-response","17","212662","0.0-6.0","21","false","v1.1","598,1126,1707,2247,2949,3454,4093,4737,5306,5846,6415,6966,7529,8127,8731,9294,9857,10495,11082,11773,12336,12939,13508,14071,14623","","74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74","tapping_test","",""
"html-button-response","18","238894","0.0-7.0","21","false","v1.1","24729.814999969676","<p>Now you are ready to proceed to the main task.</p><p>On each trial, you will hear a series of clicks from a metronome, followed by a repeating piano tone. Your goal is to determine how much faster or slower this repeating tone is, compared to the metronome.</p><p>After listening to each pair, you will be given a slider with which to respond. The slider will range from ""Half as Fast"" on the left to ""Twice as Fast"" on the right. If the repeating tone was slower than the metronome, you should move the slider to the left by a distance which represents how much slower it was. If the repeating tone was faster than the metronome, you should instead move the slider to the right by a distance which represents how much faster it was. If the repeating tone was played at the same rate as the metronome, you should place the slider in the center of the range, where it is marked ""Equal Rates"".</p><p>While listening to the metronome and piano tones, try to keep your physical movements to a minimum, and avoid tapping or moving along with the sounds.</p><p>Press the button below to try three practice trials, which will help you get comfortable with the task.</p>","","main_instructions","0",""
"audio-multiple-response","19","243204","0.0-8.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","20","248022","0.0-9.0","21","false","v1.1","","stimuli/practice_sequence_741.wav","","practice_tones","",""
"html-slider-response","21","254006","0.0-10.0","21","false","v1.1","5982.37500002142","How fast was the repeating tone relative to the metronome?","","response","","12"
"audio-multiple-response","22","257758","0.0-11.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","23","261812","0.0-12.0","21","false","v1.1","","stimuli/practice_sequence_550.wav","","practice_tones","",""
"html-slider-response","24","264320","0.0-13.0","21","false","v1.1","2507.7849999652244","How fast was the repeating tone relative to the metronome?","","response","","33"
"audio-multiple-response","25","268073","0.0-14.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","26","271559","0.0-15.0","21","false","v1.1","","stimuli/practice_sequence_407.wav","","practice_tones","",""
"html-slider-response","27","275256","0.0-16.0","21","false","v1.1","3695.5699999816716","How fast was the repeating tone relative to the metronome?","","response","","75"
"html-button-response","28","373590","0.0-17.0","21","false","v1.1","96813.67000000319","<p>You have completed the practice trials and are now ready to begin!</p><p>Remember, your goal is to determine how much faster or slower the repeating tone is, compared to the metronome, while keeping your movements to a minimum.</p><p>Please note that the trials are organized into three blocks, and you will have the opportunity to rest between blocks. If the practice trials were too loud or too quiet, adjust your volume now.</p><p><strong>It is critical that you do not adjust your volume any further until the study has concluded.</strong></p><p>Press the button below when you are ready to proceed.</p>","","summary_instructions","0",""
"audio-multiple-response","29","377904","0.0-18.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","30","383128","0.0-19.0","21","false","v1.1","","stimuli/sequence_6_843_2.wav","","tones","",""
"html-slider-response","31","384982","0.0-20.0","21","false","v1.1","1853.8749999715947","How fast was the repeating tone relative to the metronome?","","response","","1"
"audio-multiple-response","32","388734","0.0-21.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","33","392441","0.0-22.0","21","false","v1.1","","stimuli/sequence_3_463_1.wav","","tones","",""
"html-slider-response","34","394639","0.0-23.0","21","false","v1.1","2197.109999950044","How fast was the repeating tone relative to the metronome?","","response","","56"
"audio-multiple-response","35","398383","0.0-24.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","36","403074","0.0-25.0","21","false","v1.1","","stimuli/sequence_5_710_1.wav","","tones","",""
"html-slider-response","37","404506","0.0-26.0","21","false","v1.1","1431.105000025127","How fast was the repeating tone relative to the metronome?","","response","","36"
"audio-multiple-response","38","408258","0.0-27.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","39","414113","0.0-28.0","21","false","v1.1","","stimuli/sequence_3_1000_2.wav","","tones","",""
"html-slider-response","40","415587","0.0-29.0","21","false","v1.1","1472.8049999685027","How fast was the repeating tone relative to the metronome?","","response","","7"
"audio-multiple-response","41","419337","0.0-30.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","42","423803","0.0-31.0","21","false","v1.1","","stimuli/sequence_7_652_1.wav","","tones","",""
"html-slider-response","43","426632","0.0-32.0","21","false","v1.1","2829.0799999958836","How fast was the repeating tone relative to the metronome?","","response","","45"
"audio-multiple-response","44","430382","0.0-33.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","45","433660","0.0-34.0","21","false","v1.1","","stimuli/sequence_2_358_2.wav","","tones","",""
"html-slider-response","46","436953","0.0-35.0","21","false","v1.1","3292.4999999813735","How fast was the repeating tone relative to the metronome?","","response","","84"
"audio-multiple-response","47","440708","0.0-36.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","48","444264","0.0-37.0","21","false","v1.1","","stimuli/sequence_7_425_0.wav","","tones","",""
"html-slider-response","49","446400","0.0-38.0","21","false","v1.1","2134.699999995064","How fast was the repeating tone relative to the metronome?","","response","","83"
"audio-multiple-response","50","450149","0.0-39.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","51","455674","0.0-40.0","21","false","v1.1","","stimuli/sequence_5_918_1.wav","","tones","",""
"html-slider-response","52","458208","0.0-41.0","21","false","v1.1","2533.4249999723397","How fast was the repeating tone relative to the metronome?","","response","","28"
"audio-multiple-response","53","461958","0.0-42.0","21","false","v1.1","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","54","465132","0.0-43.0","21","false","v1.1","","stimuli/sequence_6_329_0.wav","","tones","",""
