"trial_type","trial_index","time_elapsed","internal_node_id","subject","range","experiment","code_version","rt","stimulus","key_press","event","button_pressed","pitch","ioi","loudness","response"
"pavlovia","0","12","0.0-0.0","18","1","ITSR","v1.0","","","","","","","","",""
"html-keyboard-response","1","2670","0.0-1.0","18","1","ITSR","v1.0","2655.300000011921","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","32","welcome","","","","",""
"html-button-response","2","31343","0.0-2.0","18","1","ITSR","v1.0","28672.5","<p>Before we begin, please close all other browser tabs and programs that may produce sound alerts or notifications, or which you may find distracting.</p><p>In this study, we will ask you to listen to sequences of sounds and to make some judgments about them. Because of this, it's important that you complete this study using headphones while seated in a quiet environment. If it's not currently possible for you to satisfy this requirement, please return to complete the experiment at a later time.</p><p>If you are currently using Safari to access the study, please note that the task may not run properly in this browser, and it may prevent you from hearing any sounds. You should copy the URL from this page and paste it into a different web browser to complete the study there, instead. Chrome, Firefox, and Edge are all officially supported. We apologize for any inconvenience!</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","requirements","0","","","",""
"html-button-response","3","46098","0.0-3.0","18","1","ITSR","v1.0","14750.699999988079","<p>First, we'll complete an audio test to make sure you can accurately hear the sounds we'll be presenting throughout the study. In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the <strong>quietest</strong>.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","headphone_test_instructions","0","","","",""
"audio-keyboard-response","4","52738","0.0-4.0-0.0","18","1","ITSR","v1.0","null","headphone_check/antiphase_HC_SOI.wav","null","headphone_test_tones","","","","",""
"html-keyboard-response","5","55349","0.0-4.0-1.0","18","1","ITSR","v1.0","2608.899999976158","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","headphone_test_response","","","","",""
"audio-keyboard-response","6","60854","0.0-4.0-0.1","18","1","ITSR","v1.0","null","headphone_check/antiphase_HC_OSI.wav","null","headphone_test_tones","","","","",""
"html-keyboard-response","7","61572","0.0-4.0-1.1","18","1","ITSR","v1.0","716.9000000059605","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","headphone_test_response","","","","",""
"audio-keyboard-response","8","67082","0.0-4.0-0.2","18","1","ITSR","v1.0","null","headphone_check/antiphase_HC_SIO.wav","null","headphone_test_tones","","","","",""
"html-keyboard-response","9","67619","0.0-4.0-1.2","18","1","ITSR","v1.0","534.4000000059605","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","headphone_test_response","","","","",""
"audio-keyboard-response","10","73125","0.0-4.0-0.3","18","1","ITSR","v1.0","null","headphone_check/antiphase_HC_IOS.wav","null","headphone_test_tones","","","","",""
"html-keyboard-response","11","73952","0.0-4.0-1.3","18","1","ITSR","v1.0","826.2999999821186","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","headphone_test_response","","","","",""
"audio-keyboard-response","12","79455","0.0-4.0-0.4","18","1","ITSR","v1.0","null","headphone_check/antiphase_HC_OIS.wav","null","headphone_test_tones","","","","",""
"html-keyboard-response","13","79982","0.0-4.0-1.4","18","1","ITSR","v1.0","526.2999999821186","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","headphone_test_response","","","","",""
"audio-keyboard-response","14","85492","0.0-4.0-0.5","18","1","ITSR","v1.0","null","headphone_check/antiphase_HC_ISO.wav","null","headphone_test_tones","","","","",""
"html-keyboard-response","15","85909","0.0-4.0-1.5","18","1","ITSR","v1.0","415.90000000596046","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","headphone_test_response","","","","",""
"html-button-response","16","124059","0.0-5.0","18","1","ITSR","v1.0","36644.69999998808","<p>Now you are ready to proceed to the main task.</p><p>On each trial, you will hear a series of clicks from a metronome, followed by a repeating tone. Your goal is to determine how much faster or slower this repeating tone is, compared to the metronome.</p><p>After listening to each pair, you will be given a slider with which to respond. The slider will range from ""Half as Fast"" on the left to ""Twice as Fast"" on the right. If the repeating tone was slower than the metronome, you should move the slider to the left by a distance which represents how much slower it was. If the repeating tone was faster than the metronome, you should instead move the slider to the right by a distance which represents how much faster it was. If the repeating tone was played at the same rate as the metronome, you should place the slider in the center of the range, where it is marked ""Equal Rates"".</p><p>Press the button below to try three practice trials, which will help you get comfortable with the task.</p>","","main_instructions","0","","","",""
"audio-keyboard-response","17","128922","0.0-6.0-0.0","18","1","ITSR","v1.0","null","stimuli/reference_sequence.wav","null","practice_metronome","","0","741","1",""
"audio-keyboard-response","18","133893","0.0-6.0-1.0","18","1","ITSR","v1.0","null","stimuli/practice_sequence_1_741.wav","null","practice_tones","","0","741","1",""
"html-slider-response","19","140169","0.0-6.0-2.0","18","1","ITSR","v1.0","6172.9000000059605","How fast was the repeating tone relative to the metronome?","","practice_response","","0","741","1","23"
"audio-keyboard-response","20","143924","0.0-6.0-0.1","18","1","ITSR","v1.0","null","stimuli/reference_sequence.wav","null","practice_metronome","","0","550","1",""
"audio-keyboard-response","21","148132","0.0-6.0-1.1","18","1","ITSR","v1.0","null","stimuli/practice_sequence_1_550.wav","null","practice_tones","","0","550","1",""
"html-slider-response","22","155121","0.0-6.0-2.1","18","1","ITSR","v1.0","6886.200000017881","How fast was the repeating tone relative to the metronome?","","practice_response","","0","550","1","49"
"audio-keyboard-response","23","158873","0.0-6.0-0.2","18","1","ITSR","v1.0","null","stimuli/reference_sequence.wav","null","practice_metronome","","0","407","1",""
"audio-keyboard-response","24","162504","0.0-6.0-1.2","18","1","ITSR","v1.0","null","stimuli/practice_sequence_1_407.wav","null","practice_tones","","0","407","1",""
"html-slider-response","25","165232","0.0-6.0-2.2","18","1","ITSR","v1.0","2625.5","How fast was the repeating tone relative to the metronome?","","practice_response","","0","407","1","77"
"html-button-response","26","182159","0.0-7.0","18","1","ITSR","v1.0","15424.299999982119","<p>You have completed the practice trials and are now ready to begin!</p><p>Remember, your goal is to determine how much faster or slower the repeating tone is compared to the metronome.</p><p>Please note that the trials will be organized into 6 sections, and you will have the opportunity to rest after each. If the practice trials were too loud or too quiet, adjust your volume now.</p><p><strong>It is critical that you do not adjust your volume any further until the study has concluded.</strong></p><p>Press the button below when you are ready to proceed.</p>","","summary_instructions","0","","","",""
"audio-multiple-response","27","186413","0.0-8.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","4","329","1",""
"audio-multiple-response","28","189735","0.0-9.0","18","1","ITSR","v1.0","","stimuli/sequence_1_4_329_1.wav","","tones","","4","329","1",""
"html-slider-response","29","197598","0.0-10.0","18","1","ITSR","v1.0","7860.399999976158","How fast was the repeating tone relative to the metronome?","","response","","4","329","1","100"
"audio-multiple-response","30","201350","0.0-11.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","2","843","0",""
"audio-multiple-response","31","206726","0.0-12.0","18","1","ITSR","v1.0","","stimuli/sequence_1_2_843_0.wav","","tones","","2","843","0",""
"html-slider-response","32","212987","0.0-13.0","18","1","ITSR","v1.0","6258.5","How fast was the repeating tone relative to the metronome?","","response","","2","843","0","23"
"audio-multiple-response","33","216741","0.0-14.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","4","599","0",""
"audio-multiple-response","34","221141","0.0-15.0","18","1","ITSR","v1.0","","stimuli/sequence_1_4_599_0.wav","","tones","","4","599","0",""
"html-slider-response","35","227137","0.0-16.0","18","1","ITSR","v1.0","5993.4000000059605","How fast was the repeating tone relative to the metronome?","","response","","4","599","0","50"
"audio-multiple-response","36","230890","0.0-17.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","2","302","0",""
"audio-multiple-response","37","234100","0.0-18.0","18","1","ITSR","v1.0","","stimuli/sequence_1_2_302_0.wav","","tones","","2","302","0",""
"html-slider-response","38","237711","0.0-19.0","18","1","ITSR","v1.0","3607.399999976158","How fast was the repeating tone relative to the metronome?","","response","","2","302","0","100"
"audio-multiple-response","39","241465","0.0-20.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","1","1000","2",""
"audio-multiple-response","40","247471","0.0-21.0","18","1","ITSR","v1.0","","stimuli/sequence_1_1_1000_2.wav","","tones","","1","1000","2",""
"html-slider-response","41","250894","0.0-22.0","18","1","ITSR","v1.0","3421.699999988079","How fast was the repeating tone relative to the metronome?","","response","","1","1000","2","0"
"audio-multiple-response","42","254643","0.0-23.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","0","504","1",""
"audio-multiple-response","43","258664","0.0-24.0","18","1","ITSR","v1.0","","stimuli/sequence_1_0_504_1.wav","","tones","","0","504","1",""
"html-slider-response","44","262220","0.0-25.0","18","1","ITSR","v1.0","3553.300000011921","How fast was the repeating tone relative to the metronome?","","response","","0","504","1","58"
"audio-multiple-response","45","265976","0.0-26.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","4","774","0",""
"audio-multiple-response","46","271075","0.0-27.0","18","1","ITSR","v1.0","","stimuli/sequence_1_4_774_0.wav","","tones","","4","774","0",""
"html-slider-response","47","274768","0.0-28.0","18","1","ITSR","v1.0","3691.5999999940395","How fast was the repeating tone relative to the metronome?","","response","","4","774","0","37"
"audio-multiple-response","48","278525","0.0-29.0","18","1","ITSR","v1.0","","stimuli/reference_sequence.wav","","metronome","","0","463","0",""
"audio-multiple-response","49","282381","0.0-30.0","18","1","ITSR","v1.0","","stimuli/sequence_1_0_463_0.wav","","tones","","0","463","0",""
"html-slider-response","50","284443","0.0-31.0","18","1","ITSR","v1.0","2059.100000023842","How fast was the repeating tone relative to the metronome?","","response","","0","463","0","66"
