"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","stimulus","key_press","button_pressed","response"
"pavlovia","0","6","0.0-0.0","42","","","","",""
"html-keyboard-response","1","2402","0.0-1.0","42","2393.324999997276","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","74","",""
"html-button-response","2","4229","0.0-2.0","42","1825.5900000003749","<p>Before we begin, please close all browser tabs not pertaining to this study, especially those that may produce sound alerts or which may be distracting.</p><p>In this study, we will be asking you to listen to sequences of sounds and to make judgments about them. Therefore, we require that you complete this task using headphones, while seated in a quiet environment. If it is not currently possible for you to satisfy these requirements, please return at a later time to complete the experiment.</p><p>If you are currently accessing the experiment in either Safari or Microsoft Edge/Internet Explorer, please note that the task will NOT run correctly in these browsers. You should copy the URL from this page and return to the study from a different web browser before proceeding.</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","0",""
"html-button-response","3","5509","0.0-3.0","42","1277.8749999997672","<p>Before you proceed to the main task, you will be asked to perform an audio test that will require headphones in order for you to respond correctly.</p><p>In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the quietest.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","0",""
"audio-keyboard-response","4","11519","0.0-4.0-0.0","42","null","headphone_check/antiphase_HC_OSI.wav","null","",""
"html-keyboard-response","5","11791","0.0-4.0-1.0","42","270.66499999637017","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"audio-keyboard-response","6","17300","0.0-4.0-0.1","42","null","headphone_check/antiphase_HC_IOS.wav","null","",""
"html-keyboard-response","7","17529","0.0-4.0-1.1","42","227.37499999493593","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","8","23036","0.0-4.0-0.2","42","1399","headphone_check/antiphase_HC_SIO.wav","49","",""
"html-keyboard-response","9","23342","0.0-4.0-1.2","42","304.6200000026147","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","10","28847","0.0-4.0-0.3","42","null","headphone_check/antiphase_HC_OIS.wav","null","",""
"html-keyboard-response","11","29055","0.0-4.0-1.3","42","207.09999999962747","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","12","34560","0.0-4.0-0.4","42","488","headphone_check/antiphase_HC_SOI.wav","49","",""
"html-keyboard-response","13","34652","0.0-4.0-1.4","42","91.35000000242144","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","14","40162","0.0-4.0-0.5","42","1503","headphone_check/antiphase_HC_ISO.wav","32","",""
"html-keyboard-response","15","40504","0.0-4.0-1.5","42","341.6700000016135","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"html-button-response","16","43712","0.0-5.0","42","1705.9700000027078","<p>Next, you will be asked to repeatedly tap your finger at the rate that feels most natural and comfortable to you.</p><p>If you are right-handed, you should tap the J key with your right index finger during this task. If you are left-handed, you should instead tap the F key with your left index finger.</p><p>A cross (+) will be displayed on the screen to indicate when you should begin tapping. You should continue tapping until the cross disappears.</p><p>Press the button below to begin the tapping task.</p>","","0",""
