"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","stimulus","key_press","button_pressed","response"
"pavlovia","0","2","0.0-0.0","32","","","","",""
"html-keyboard-response","1","3476","0.0-1.0","32","3472.169999993639","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","78","",""
"html-button-response","2","39655","0.0-2.0","32","36178.28500000178","<p>Before we begin, please close all browser tabs not pertaining to this study, especially those that may produce sound alerts or which may be distracting.</p><p>In this study, we will be asking you to listen to sequences of sounds and to make judgments about them. Therefore, we require that you complete this task using headphones, while seated in a quiet environment. If it is not currently possible for you to satisfy these requirements, please return at a later time to complete the experiment.</p><p>If you are currently accessing the experiment in either Safari or Microsoft Edge/Internet Explorer, please note that the task will NOT run correctly in these browsers. You should copy the URL from this page and return to the study from a different web browser before proceeding.</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","0",""
"html-button-response","3","53417","0.0-3.0","32","13759.925000020303","<p>Before you proceed to the main task, you will be asked to perform an audio test that will require headphones in order for you to respond correctly.</p><p>In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the quietest.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","0",""
"audio-keyboard-response","4","59949","0.0-4.0-0.0","32","null","headphone_check/antiphase_HC_ISO.wav","null","",""
"html-keyboard-response","5","65702","0.0-4.0-1.0","32","5749.780000012834","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","6","71219","0.0-4.0-0.1","32","null","headphone_check/antiphase_HC_SOI.wav","null","",""
"html-keyboard-response","7","73563","0.0-4.0-1.1","32","2341.5899999963585","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"audio-keyboard-response","8","79079","0.0-4.0-0.2","32","419","headphone_check/antiphase_HC_OSI.wav","175","",""
"html-keyboard-response","9","84536","0.0-4.0-1.2","32","5455.595000006724","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","10","90058","0.0-4.0-0.3","32","null","headphone_check/antiphase_HC_IOS.wav","null","",""
"html-keyboard-response","11","91003","0.0-4.0-1.3","32","943.425000004936","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","12","96520","0.0-4.0-0.4","32","null","headphone_check/antiphase_HC_SIO.wav","null","",""
"html-keyboard-response","13","98363","0.0-4.0-1.4","32","1841.1599999817554","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","14","103868","0.0-4.0-0.5","32","null","headphone_check/antiphase_HC_OIS.wav","null","",""
"html-keyboard-response","15","105341","0.0-4.0-1.5","32","1471.8749999883585","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"html-button-response","16","123371","0.0-5.0","32","16522.02499998384","<p>Next, you will be asked to repeatedly tap your finger at the rate that feels most natural and comfortable to you.</p><p>If you are right-handed, you should tap the J key with your right index finger during this task. If you are left-handed, you should instead tap the F key with your left index finger.</p><p>A cross (+) will be displayed on the screen to indicate when you should begin tapping. You should continue tapping until the cross disappears.</p><p>Press the button below to begin the tapping task.</p>","","0",""
"audio-multiple-response","17","145384","0.0-6.0","32","411,669,1101,1541,1971,2411,2861,3341,3800,4261,4701,5160,5640,6069,6541,6971,7451,7931,8381,8829,9261,9720,10171,10629,11080,11469,11949,12411,12861,13320,13749,14211,14629,15141,15589,16021,16501,16981,17421,17920,18381,18869,19331,19789","","74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74","",""
