"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","stimulus","key_press","button_pressed","response"
"pavlovia","0","6","0.0-0.0","57","","","","",""
"html-keyboard-response","1","9683","0.0-1.0","57","9675.13500000041","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","32","",""
"html-button-response","2","14468","0.0-2.0","57","4783.580000000256","<p>Before we begin, please close all browser tabs not pertaining to this study, especially those that may produce sound alerts or which may be distracting.</p><p>In this study, we will be asking you to listen to sequences of sounds and to make judgments about them. Therefore, we require that you complete this task using headphones, while seated in a quiet environment. If it is not currently possible for you to satisfy these requirements, please return at a later time to complete the experiment.</p><p>If you are currently accessing the experiment in either Safari or Microsoft Edge/Internet Explorer, please note that the task will NOT run correctly in these browsers. You should copy the URL from this page and return to the study from a different web browser before proceeding.</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","0",""
"html-button-response","3","32725","0.0-3.0","57","18254.065000000082","<p>Before you proceed to the main task, you will be asked to perform an audio test that will require headphones in order for you to respond correctly.</p><p>In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the quietest.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","0",""
"audio-keyboard-response","4","39343","0.0-4.0-0.0","57","null","headphone_check/antiphase_HC_OSI.wav","null","",""
"html-keyboard-response","5","40346","0.0-4.0-1.0","57","1002.7350000000297","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"audio-keyboard-response","6","45854","0.0-4.0-0.1","57","null","headphone_check/antiphase_HC_OIS.wav","null","",""
"html-keyboard-response","7","46416","0.0-4.0-1.1","57","560.5049999994662","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","8","51924","0.0-4.0-0.2","57","null","headphone_check/antiphase_HC_IOS.wav","null","",""
"html-keyboard-response","9","52563","0.0-4.0-1.2","57","636.5249999998923","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","10","58073","0.0-4.0-0.3","57","null","headphone_check/antiphase_HC_SOI.wav","null","",""
"html-keyboard-response","11","58477","0.0-4.0-1.3","57","402.75999999993655","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","12","63983","0.0-4.0-0.4","57","3707","headphone_check/antiphase_HC_SIO.wav","49","",""
"html-keyboard-response","13","65815","0.0-4.0-1.4","57","1830.8849999993981","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","14","71322","0.0-4.0-0.5","57","null","headphone_check/antiphase_HC_ISO.wav","null","",""
"html-keyboard-response","15","73246","0.0-4.0-1.5","57","1923.8399999994726","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"html-button-response","16","89351","0.0-5.0","57","14598.75999999985","<p>Next, you will be asked to repeatedly tap your finger at the rate that feels most natural and comfortable to you.</p><p>If you are right-handed, you should tap the J key with your right index finger during this task. If you are left-handed, you should instead tap the F key with your left index finger.</p><p>A cross (+) will be displayed on the screen to indicate when you should begin tapping. You should continue tapping until the cross disappears.</p><p>Press the button below to begin the tapping task.</p>","","0",""
"audio-multiple-response","17","111362","0.0-6.0","57","1088,1307,1552,1792,2000,2192,2395,2592,2816,3024,3227,3435,3632,3856,4112,4347,4533,4896,5061,5253,5445,5643,5824,6021,6224,6400,6581,6768,6949,7147,7344,7547,7739,7947,8123,8325,8512,8704,8891,9088,9259,9456,9637,9824,10005,10213,10405,10587,10800,10971,11163,11355,11531,11717,11899,12091,12261,12448,12635,12816,13003,13173,13344,13520,13675,13872,14187,14379,14565,14747,14944,15115,15296,15477,15664,15888,16059,16245,16619,16763,17248,17440,17627,17803,17973,18203,18405,18597,18773,18960,19163,19360,19584,19739,19936","","74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74","",""
"html-button-response","18","162199","0.0-7.0","57","49329.02999999988","<p>Now you are ready to proceed to the main task.</p><p>On each trial, you will hear a series of clicks from a metronome, followed by a sequence of piano tones. Your goal is to determine how much faster or slower this tone sequence is, compared to the metronome.</p><p>After listening to each tone sequence, you will be given a slider with which to respond. The slider will range from ""Half as Fast"" on the left to ""Twice as Fast"" on the right. If the tone sequence was slower than the metronome, you should move the slider to the left by a distance which represents how much slower the tone sequence was. If the tone sequence was faster than the metronome, you should instead move the slider to the right by a distance which represents how much faster it was. If the tone sequence was played at the same rate as the metronome, you should place the slider in the center of the range, where it is marked ""Equal Rates"".</p><p>While listening to the metronome and piano sequences, try to keep your physical movements to a minimum, and avoid tapping or moving along with the sounds.</p><p>Press the button below to try three practice trials, which will help you get comfortable with the task.</p>","","0",""
"audio-multiple-response","19","167043","0.0-8.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","20","172008","0.0-9.0","57","","stimuli/practice_sequence_741.wav","","",""
"html-slider-response","21","180192","0.0-10.0","57","8182.455000000104","How fast was the tone sequence relative to the clicks?","","","43"
"audio-multiple-response","22","183928","0.0-11.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","23","188131","0.0-12.0","57","","stimuli/practice_sequence_550.wav","","",""
"html-slider-response","24","190118","0.0-13.0","57","1985.5100000004459","How fast was the tone sequence relative to the clicks?","","","42"
"audio-multiple-response","25","193854","0.0-14.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","26","197487","0.0-15.0","57","","stimuli/practice_sequence_407.wav","","",""
"html-slider-response","27","200571","0.0-16.0","57","3082.739999999845","How fast was the tone sequence relative to the clicks?","","","89"
"html-button-response","28","220489","0.0-17.0","57","18414.504999999743","<p>You have completed the practice trials and are now ready to begin!</p><p>Remember, your goal is to determine how much faster or slower the piano sequence is, compared to the metronome, while keeping your movements to a minimum.</p><p>Please note that the trials are organized into three blocks, and you will have the opportunity to rest between blocks. If the practice trials were too loud or too quiet, adjust your volume now.</p><p><strong>It is critical that you do not adjust your volume any further until the study has concluded.</strong></p><p>Press the button below when you are ready to proceed.</p>","","0",""
"audio-multiple-response","29","224730","0.0-18.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","30","228292","0.0-19.0","57","","stimuli/sequence_3_390_19.wav","","",""
"html-slider-response","31","230595","0.0-20.0","57","2301.145000000368","How fast was the tone sequence relative to the clicks?","","","58"
"audio-multiple-response","32","234330","0.0-21.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","33","239173","0.0-22.0","57","","stimuli/sequence_6_710_19.wav","","",""
"html-slider-response","34","241954","0.0-23.0","57","2780.91500000027","How fast was the tone sequence relative to the clicks?","","","40"
"audio-multiple-response","35","245690","0.0-24.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","36","249392","0.0-25.0","57","","stimuli/sequence_5_425_19.wav","","",""
"html-slider-response","37","251492","0.0-26.0","57","2099.905000000028","How fast was the tone sequence relative to the clicks?","","","73"
"audio-multiple-response","38","255232","0.0-27.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","39","259253","0.0-28.0","57","","stimuli/sequence_4_504_16.wav","","",""
"html-slider-response","40","261459","0.0-29.0","57","2204.5450000005076","How fast was the tone sequence relative to the clicks?","","","55"
"audio-multiple-response","41","265195","0.0-30.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","42","270571","0.0-31.0","57","","stimuli/sequence_7_843_16.wav","","",""
"html-slider-response","43","272513","0.0-32.0","57","1941.3100000001723","How fast was the tone sequence relative to the clicks?","","","20"
"audio-multiple-response","44","276246","0.0-33.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","45","279681","0.0-34.0","57","","stimuli/sequence_2_358_19.wav","","",""
"html-slider-response","46","281523","0.0-35.0","57","1841.53500000044","How fast was the tone sequence relative to the clicks?","","","90"
"audio-multiple-response","47","285248","0.0-36.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","48","290079","0.0-37.0","57","","stimuli/sequence_7_710_16.wav","","",""
"html-slider-response","49","292759","0.0-38.0","57","2681.899999999616","How fast was the tone sequence relative to the clicks?","","","18"
"audio-multiple-response","50","296489","0.0-39.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","51","300049","0.0-40.0","57","","stimuli/sequence_6_390_13.wav","","",""
"html-slider-response","52","301766","0.0-41.0","57","1716.4149999999208","How fast was the tone sequence relative to the clicks?","","","86"
"audio-multiple-response","53","305503","0.0-42.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","54","310600","0.0-43.0","57","","stimuli/sequence_2_774_19.wav","","",""
"html-slider-response","55","313527","0.0-44.0","57","2927.2300000002724","How fast was the tone sequence relative to the clicks?","","","43"
"audio-multiple-response","56","317260","0.0-45.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","57","320582","0.0-46.0","57","","stimuli/sequence_4_329_16.wav","","",""
"html-slider-response","58","323235","0.0-47.0","57","2651.9850000004517","How fast was the tone sequence relative to the clicks?","","","75"
"audio-multiple-response","59","326971","0.0-48.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","60","331173","0.0-49.0","57","","stimuli/sequence_5_550_13.wav","","",""
"html-slider-response","61","331790","0.0-50.0","57","616.5549999995856","How fast was the tone sequence relative to the clicks?","","","50"
"audio-multiple-response","62","335530","0.0-51.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","63","338959","0.0-52.0","57","","stimuli/sequence_7_358_13.wav","","",""
"html-slider-response","64","341271","0.0-53.0","57","2310.555000000051","How fast was the tone sequence relative to the clicks?","","","82"
"audio-multiple-response","65","345002","0.0-54.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","66","351002","0.0-55.0","57","","stimuli/sequence_4_1000_19.wav","","",""
"html-slider-response","67","352786","0.0-56.0","57","1782.6499999992084","How fast was the tone sequence relative to the clicks?","","","12"
"audio-multiple-response","68","356522","0.0-57.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","69","359845","0.0-58.0","57","","stimuli/sequence_6_329_16.wav","","",""
"html-slider-response","70","361579","0.0-59.0","57","1733.1799999992363","How fast was the tone sequence relative to the clicks?","","","86"
"audio-multiple-response","71","365312","0.0-60.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","72","369712","0.0-61.0","57","","stimuli/sequence_7_599_16.wav","","",""
"html-slider-response","73","370268","0.0-62.0","57","555.625","How fast was the tone sequence relative to the clicks?","","","50"
"audio-multiple-response","74","374005","0.0-63.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","75","377322","0.0-64.0","57","","stimuli/sequence_5_329_16.wav","","",""
"html-slider-response","76","378941","0.0-65.0","57","1617.6450000002515","How fast was the tone sequence relative to the clicks?","","","79"
"audio-multiple-response","77","382677","0.0-66.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","78","388054","0.0-67.0","57","","stimuli/sequence_3_843_16.wav","","",""
"html-slider-response","79","389464","0.0-68.0","57","1409.854999999865","How fast was the tone sequence relative to the clicks?","","","11"
"audio-multiple-response","80","393200","0.0-69.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","81","398043","0.0-70.0","57","","stimuli/sequence_4_710_13.wav","","",""
"html-slider-response","82","400350","0.0-71.0","57","2306.120000000228","How fast was the tone sequence relative to the clicks?","","","41"
"audio-multiple-response","83","404086","0.0-72.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","84","409462","0.0-73.0","57","","stimuli/sequence_6_843_16.wav","","",""
"html-slider-response","85","410966","0.0-74.0","57","1502.7799999998533","How fast was the tone sequence relative to the clicks?","","","25"
"audio-multiple-response","86","414700","0.0-75.0","57","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","87","418406","0.0-76.0","57","","stimuli/sequence_7_425_19.wav","","",""
"html-slider-response","88","420505","0.0-77.0","57","2097.354999999865","How fast was the tone sequence relative to the clicks?","","","79"
"audio-multiple-response","89","424241","0.0-78.0","57","","stimuli/reference_sequence.wav","","",""
