"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","stimulus","key_press","button_pressed","response"
"pavlovia","0","11","0.0-0.0","70","","","","",""
"html-keyboard-response","1","8340","0.0-1.0","70","8325.114999999641","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","32","",""
"html-button-response","2","56201","0.0-2.0","70","47858.68999999366","<p>Before we begin, please close all browser tabs not pertaining to this study, especially those that may produce sound alerts or which may be distracting.</p><p>In this study, we will be asking you to listen to sequences of sounds and to make judgments about them. Therefore, we require that you complete this task using headphones, while seated in a quiet environment. If it is not currently possible for you to satisfy these requirements, please return at a later time to complete the experiment.</p><p>If you are currently accessing the experiment in either Safari or Microsoft Edge/Internet Explorer, please note that the task will NOT run correctly in these browsers. You should copy the URL from this page and return to the study from a different web browser before proceeding.</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","0",""
"html-button-response","3","223390","0.0-3.0","70","167186.13999999798","<p>Before you proceed to the main task, you will be asked to perform an audio test that will require headphones in order for you to respond correctly.</p><p>In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the quietest.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","0",""
"audio-keyboard-response","4","229839","0.0-4.0-0.0","70","null","headphone_check/antiphase_HC_IOS.wav","null","",""
"html-keyboard-response","5","243864","0.0-4.0-1.0","70","14021.759999995993","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","6","249388","0.0-4.0-0.1","70","null","headphone_check/antiphase_HC_SIO.wav","null","",""
"html-keyboard-response","7","250321","0.0-4.0-1.1","70","930.7600000029197","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"audio-keyboard-response","8","255848","0.0-4.0-0.2","70","null","headphone_check/antiphase_HC_OIS.wav","null","",""
"html-keyboard-response","9","256027","0.0-4.0-1.2","70","174.0799999970477","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","",""
"audio-keyboard-response","10","261537","0.0-4.0-0.3","70","null","headphone_check/antiphase_HC_OSI.wav","null","",""
"html-keyboard-response","11","262023","0.0-4.0-1.3","70","484.4149999989895","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"audio-keyboard-response","12","267537","0.0-4.0-0.4","70","null","headphone_check/antiphase_HC_ISO.wav","null","",""
"html-keyboard-response","13","267798","0.0-4.0-1.4","70","259.4549999994342","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","",""
"audio-keyboard-response","14","273307","0.0-4.0-0.5","70","null","headphone_check/antiphase_HC_SOI.wav","null","",""
"html-keyboard-response","15","273634","0.0-4.0-1.5","70","325.1799999998184","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","",""
"html-button-response","16","330947","0.0-5.0","70","55796.44499999995","<p>Next, you will be asked to repeatedly tap your finger at the rate that feels most natural and comfortable to you.</p><p>If you are right-handed, you should tap the J key with your right index finger during this task. If you are left-handed, you should instead tap the F key with your left index finger.</p><p>A cross (+) will be displayed on the screen to indicate when you should begin tapping. You should continue tapping until the cross disappears.</p><p>Press the button below to begin the tapping task.</p>","","0",""
"audio-multiple-response","17","352958","0.0-6.0","70","","","","",""
"html-button-response","18","440803","0.0-7.0","70","86342.14500000235","<p>Now you are ready to proceed to the main task.</p><p>On each trial, you will hear a series of clicks from a metronome, followed by a sequence of piano tones. Your goal is to determine how much faster or slower this tone sequence is, compared to the metronome.</p><p>After listening to each tone sequence, you will be given a slider with which to respond. The slider will range from ""Half as Fast"" on the left to ""Twice as Fast"" on the right. If the tone sequence was slower than the metronome, you should move the slider to the left by a distance which represents how much slower the tone sequence was. If the tone sequence was faster than the metronome, you should instead move the slider to the right by a distance which represents how much faster it was. If the tone sequence was played at the same rate as the metronome, you should place the slider in the center of the range, where it is marked ""Equal Rates"".</p><p>In addition to listening to the sounds on each trial, you should also tap along with <strong>both</strong> the metronome and piano tones, trying to time your taps so that they land perfectly in sync with the start of each sound. If you are right handed, you should do this by tapping the J key with your right index finger. If you are left-handed, you should do this by tapping the F key with your left index finger.</p><p>Press the button below to try three practice trials, which will help you get comfortable with the task.</p>","","0",""
"audio-multiple-response","19","445982","0.0-8.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","20","450952","0.0-9.0","70","","stimuli/practice_sequence_741.wav","","",""
"html-slider-response","21","465387","0.0-10.0","70","14431.77000000287","How fast was the tone sequence relative to the clicks?","","","38"
"audio-multiple-response","22","469142","0.0-11.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","23","473342","0.0-12.0","70","","stimuli/practice_sequence_550.wav","","",""
"html-slider-response","24","488891","0.0-13.0","70","15547.35499999515","How fast was the tone sequence relative to the clicks?","","","38"
"audio-multiple-response","25","492652","0.0-14.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","26","496284","0.0-15.0","70","291,560,731,909,1069","stimuli/practice_sequence_407.wav","174,174,174,174,174","",""
"html-slider-response","27","500003","0.0-16.0","70","3717.0849999965867","How fast was the tone sequence relative to the clicks?","","","64"
"html-button-response","28","545341","0.0-17.0","70","43819.98499999463","<p>You have completed the practice trials and are now ready to begin!</p><p>Remember, your goal is to determine how much faster or slower the piano sequence is, compared to the metronome, while you tap in time with each.</p><p>Please note that the trials are organized into three blocks, and you will have the opportunity to rest between blocks. If the practice trials were too loud or too quiet, adjust your volume now.</p><p><strong>It is critical that you do not adjust your volume any further until the study has concluded.</strong></p><p>Press the button below when you are ready to proceed.</p>","","0",""
"audio-multiple-response","29","549852","0.0-18.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","30","554251","0.0-19.0","70","","stimuli/sequence_6_599_16.wav","","",""
"html-slider-response","31","558822","0.0-20.0","70","4569.170000002487","How fast was the tone sequence relative to the clicks?","","","24"
"audio-multiple-response","32","562571","0.0-21.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","33","566141","0.0-22.0","70","","stimuli/sequence_5_390_16.wav","","",""
"html-slider-response","34","569541","0.0-23.0","70","3398.5150000007125","How fast was the tone sequence relative to the clicks?","","","83"
"audio-multiple-response","35","573291","0.0-24.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","36","576731","0.0-25.0","70","","stimuli/sequence_7_358_13.wav","","",""
"html-slider-response","37","579739","0.0-26.0","70","3006.2849999958416","How fast was the tone sequence relative to the clicks?","","","71"
"audio-multiple-response","38","583481","0.0-27.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","39","587192","0.0-28.0","70","","stimuli/sequence_2_425_19.wav","","",""
"html-slider-response","40","594097","0.0-29.0","70","6903.255000004661","How fast was the tone sequence relative to the clicks?","","","57"
"audio-multiple-response","41","597852","0.0-30.0","70","","stimuli/reference_sequence.wav","","",""
"audio-multiple-response","42","602952","0.0-31.0","70","","stimuli/sequence_4_774_16.wav","","",""
"html-slider-response","43","606178","0.0-32.0","70","3224.399999999092","How fast was the tone sequence relative to the clicks?","","","5"
"audio-multiple-response","44","609921","0.0-33.0","70","","stimuli/reference_sequence.wav","","",""
