"trial_type","trial_index","time_elapsed","internal_node_id","subject","tap_condition","experiment","code_version","rt","stimulus","key_press","event","button_pressed","response"
"pavlovia","0","14","0.0-0.0","8","false","ITLT","v1.0","","","","","",""
"html-keyboard-response","1","2509","0.0-1.0","8","false","ITLT","v1.0","2492.8099999997357","<p>Welcome to the study! Press any key to begin reading the instructions.</p>","32","welcome","",""
"html-button-response","2","17064","0.0-2.0","8","false","ITLT","v1.0","14552.34500000006","<p>Before we begin, please close all other browser tabs and programs that may produce sound alerts or notifications, or which may be distracting.</p><p>In this study, we will ask you to listen to sequences of sounds and to make judgments about them. Therefore, we require that you complete this task using headphones, while seated in a quiet environment. If it is not currently possible for you to satisfy these requirements, please return at a later time to complete the experiment.</p><p>If you are currently accessing the experiment in either Safari or Internet Explorer, please note that the task will NOT run correctly in these browsers. You should copy the URL from this page and paste it into a different web browser to complete the study there, instead. Chrome, Firefox, and Edge are all officially supported.</p><p>If the text instructions appear too large or too small on your screen, you should adjust your browser's zoom level at this time. When you are ready to continue, press the button below.</p>","","requirements","0",""
"html-button-response","3","29799","0.0-3.0","8","false","ITLT","v1.0","12732.625000000098","<p>Before you proceed to the main task, you will be asked to perform an audio test that will require headphones in order for you to respond correctly.</p><p>In this test, you will hear several sets of three tones. For each set, your goal is to determine which of the three tones is the quietest.</p><p>After hearing each set of tones, you will be prompted to press the 1, 2, or 3 key to indicate whether the first, second, or third tone was the quietest.</p><p>Press the button below to begin the test.</p>","","headphone_test_instructions","0",""
"audio-keyboard-response","4","36003","0.0-4.0-0.0","8","false","ITLT","v1.0","null","headphone_check/antiphase_HC_IOS.wav","null","headphone_test_tones","",""
"html-keyboard-response","5","43908","0.0-4.0-1.0","8","false","ITLT","v1.0","7904.02499999982","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","48","headphone_test_response","",""
"audio-keyboard-response","6","49411","0.0-4.0-0.1","8","false","ITLT","v1.0","null","headphone_check/antiphase_HC_SOI.wav","null","headphone_test_tones","",""
"html-keyboard-response","7","51598","0.0-4.0-1.1","8","false","ITLT","v1.0","2185.3699999996898","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","48","headphone_test_response","",""
"audio-keyboard-response","8","57111","0.0-4.0-0.2","8","false","ITLT","v1.0","720","headphone_check/antiphase_HC_OIS.wav","174","headphone_test_tones","",""
"html-keyboard-response","9","59448","0.0-4.0-1.2","8","false","ITLT","v1.0","2335.104999999654","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","51","headphone_test_response","",""
"audio-keyboard-response","10","64952","0.0-4.0-0.3","8","false","ITLT","v1.0","null","headphone_check/antiphase_HC_SIO.wav","null","headphone_test_tones","",""
"html-keyboard-response","11","66138","0.0-4.0-1.3","8","false","ITLT","v1.0","1184.8549999999668","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","49","headphone_test_response","",""
"audio-keyboard-response","12","71642","0.0-4.0-0.4","8","false","ITLT","v1.0","null","headphone_check/antiphase_HC_OSI.wav","null","headphone_test_tones","",""
"html-keyboard-response","13","72357","0.0-4.0-1.4","8","false","ITLT","v1.0","713.1549999999115","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","headphone_test_response","",""
"audio-keyboard-response","14","77861","0.0-4.0-0.5","8","false","ITLT","v1.0","null","headphone_check/antiphase_HC_ISO.wav","null","headphone_test_tones","",""
"html-keyboard-response","15","78558","0.0-4.0-1.5","8","false","ITLT","v1.0","695.210000000312","<p>Press the 1, 2, or 3 key on your keyboard to indicate which tone was the quietest.</p><p>If you were not able to hear three tones, check that your headphones are working and that your volume is turned up, then press 0.</p>","50","headphone_test_response","",""
"html-keyboard-response","16","108318","0.0-5.0","8","false","ITLT","v1.0","28257.32500000004","<p>Next, you will be asked to tap your finger for a short time at the rate that feels most natural and comfortable to you.</p><p>If you are right-handed, you should tap the J key with your right index finger during this task. If you are left-handed, you should instead tap the F key with your left index finger.</p><p>While completing this exercise, you should rest your wrist on a solid surface and keep your hand still, moving only your index finger to tap the specified key. Go ahead and place your hand in the appropriate position at this time. You should begin tapping when you see a cross (+) appear on the screen, and you should continue tapping until it disappears.</p><p>Remember, you should tap at whatever rate feels most <strong>natural and comfortable</strong> to you. Press the SPACEBAR when you are ready to begin.</p>","32","tap_task_instructions","",""
"audio-multiple-response","17","125323","0.0-6.0","8","false","ITLT","v1.0","560,1611,2731,3779,4859,5979,7100,8231,9361,10530,11610,12751,13839,14980","","70,70,70,70,70,70,70,70,70,70,70,70,70,70","tapping_test","",""
"html-button-response","18","163203","0.0-7.0","8","false","ITLT","v1.0","36377.284999999596","<p>Now you are ready to proceed to the main task.</p><p>On each trial, you will hear a series of clicks from a metronome, followed by a repeating piano tone. Your goal is to determine how much faster or slower this repeating tone is, compared to the metronome.</p><p>After listening to each pair, you will be given a slider with which to respond. The slider will range from ""Half as Fast"" on the left to ""Twice as Fast"" on the right. If the repeating tone was slower than the metronome, you should move the slider to the left by a distance which represents how much slower it was. If the repeating tone was faster than the metronome, you should instead move the slider to the right by a distance which represents how much faster it was. If the repeating tone was played at the same rate as the metronome, you should place the slider in the center of the range, where it is marked ""Equal Rates"".</p><p>While listening to the metronome and piano tones, try to keep your physical movements to a minimum, and avoid tapping or moving along with the sounds.</p><p>Press the button below to try three practice trials, which will help you get comfortable with the task.</p>","","main_instructions","0",""
"audio-multiple-response","19","167574","0.0-8.0","8","false","ITLT","v1.0","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","20","172546","0.0-9.0","8","false","ITLT","v1.0","","stimuli/practice_sequence_741.wav","","practice_tones","",""
"html-slider-response","21","176540","0.0-10.0","8","false","ITLT","v1.0","3991.0749999999243","How fast was the repeating tone relative to the metronome?","","response","","24"
"audio-multiple-response","22","180286","0.0-11.0","8","false","ITLT","v1.0","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","23","184484","0.0-12.0","8","false","ITLT","v1.0","","stimuli/practice_sequence_550.wav","","practice_tones","",""
"html-slider-response","24","185740","0.0-13.0","8","false","ITLT","v1.0","1253.0749999996333","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","25","189497","0.0-14.0","8","false","ITLT","v1.0","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","26","193127","0.0-15.0","8","false","ITLT","v1.0","","stimuli/practice_sequence_407.wav","","practice_tones","",""
"html-slider-response","27","199769","0.0-16.0","8","false","ITLT","v1.0","6640.194999999949","How fast was the repeating tone relative to the metronome?","","response","","73"
"html-button-response","28","209667","0.0-17.0","8","false","ITLT","v1.0","8395.240000000282","<p>You have completed the practice trials and are now ready to begin!</p><p>Remember, your goal is to determine how much faster or slower the repeating tone is, compared to the metronome, while keeping your movements to a minimum.</p><p>Please note that the trials are organized into three blocks, and you will have the opportunity to rest between blocks. If the practice trials were too loud or too quiet, adjust your volume now.</p><p><strong>It is critical that you do not adjust your volume any further until the study has concluded.</strong></p><p>Press the button below when you are ready to proceed.</p>","","summary_instructions","0",""
"audio-multiple-response","29","213927","0.0-18.0","8","false","ITLT","v1.0","","stimuli/reference_sequence.wav","","metronome","",""
"audio-multiple-response","30","219027","0.0-19.0","8","false","ITLT","v1.0","","stimuli/sequence_4_774_1.wav","","tones","",""
"html-slider-response","31","232403","0.0-20.0","8","false","ITLT","v1.0","13374.95500000022","How fast was the repeating tone relative to the metronome?","","response","","19"
"audio-multiple-response","32","236157","0.0-21.0","8","false","ITLT","v1.0","","stimuli/reference_sequence.wav","","metronome","",""
